destination_code,destination_sub_district,destination_district,origin_district,species_type,number,weekly_volume
D-BGR-270,TENJOLAYA,BOGOR,BOGOR,BR,100,33,33333
D-BGR-270,TENJOLAYA,BOGOR,LEBAK,BR,100,33,33333
D-BGR-270,TENJOLAYA,BOGOR,SUKABUMI,BR,100,33,33333
D-BGR-272,TENJOLAYA,BOGOR,BOGOR,BR,200,100
D-BGR-272,TENJOLAYA,BOGOR,SUKABUMI,BR,200,100
M-JKT-118,CIRACAS,JAKARTA TIMUR,JAKARTA TIMUR,BR,300,2100
M-JKT-117,CIRACAS,JAKARTA TIMUR,JAKARTA TIMUR,BR,300,2100
D-BKS-071,BABELAN,BEKASI,CIREBON,BR,3000,10500
D-BKS-071,BABELAN,BEKASI,INDRAMAYU,BR,3000,10500
D-BGR-260,CIOMAS,BOGOR,BOGOR,BR,100,200
D-BGR-273,CIAMPEA,BOGOR,BOGOR,BR,133,931
D-BGR-061,TANJUNGSARI,BOGOR,BOGOR,AK,10,50
D-BGR-061,TANJUNGSARI,BOGOR,,,,
D-BGR-067,TANJUNGSARI,BOGOR,BOGOR,BR,20,80
M-TGR-035,KARAWACI,KOTA TANGERANG,SERANG,BR,40,60
M-TGR-035,KARAWACI,KOTA TANGERANG,BOGOR,BR,40,60
M-TGR-035,KARAWACI,KOTA TANGERANG,BOGOR,BR,40,120
M-TGR-035,KARAWACI,KOTA TANGERANG,BOGOR,DU,300,2100
M-TGR-035,KARAWACI,KOTA TANGERANG,KOTA TANGERANG,BR,50,350
M-TGR-035,KARAWACI,KOTA TANGERANG,KOTA TANGERANG,AK,50,350
M-TGR-035,KARAWACI,KOTA TANGERANG,KOTA TANGERANG,LA,30,210
M-TGR-035,KARAWACI,KOTA TANGERANG,KOTA TANGERANG,DU,50,350
D-TGR-225,TELUKNAGA,TANGERANG,TANGERANG,DU,10,70
D-TGR-225,TELUKNAGA,TANGERANG,TANGERANG,DU,10,70
D-TGR-225,TELUKNAGA,TANGERANG,TANGERANG,DU,10,70
D-TGR-225,TELUKNAGA,TANGERANG,TANGERANG,DU,10,70
D-TGR-225,TELUKNAGA,TANGERANG,TANGERANG,DU,10,70
D-TGR-225,TELUKNAGA,TANGERANG,TANGERANG,DU,10,70
M-TGR-135,KARAWACI,KOTA TANGERANG,KOTA TANGERANG,AK,150,349,99995
M-TGR-135,KARAWACI,KOTA TANGERANG,PURWAKARTA,AK,150,349,99995
M-TGR-135,KARAWACI,KOTA TANGERANG,TANGERANG,AK,150,349,99995
M-TGR-135,KARAWACI,KOTA TANGERANG,PURWAKARTA,DU,200,466,6666
M-TGR-135,KARAWACI,KOTA TANGERANG,KOTA TANGERANG,DU,200,466,6666
M-TGR-135,KARAWACI,KOTA TANGERANG,TANGERANG,DU,200,466,6666
M-TGR-135,KARAWACI,KOTA TANGERANG,PURWAKARTA,LA,50,116,66665
M-TGR-135,KARAWACI,KOTA TANGERANG,KOTA TANGERANG,LA,50,116,66665
M-TGR-135,KARAWACI,KOTA TANGERANG,TANGERANG,LA,50,116,66665
M-JKT-113,KRAMAT JATI,JAKARTA TIMUR,BEKASI,BR,400,1200
M-JKT-113,KRAMAT JATI,JAKARTA TIMUR,KARAWANG,BR,400,1600
M-TGR-135,KARAWACI,KOTA TANGERANG,TANGERANG,AK,40,280
M-TGR-135,KARAWACI,KOTA TANGERANG,TANGERANG,DU,50,350
M-TGR-085,PERIUK,KOTA TANGERANG,TANGERANG,AK,10,70
M-TGR-085,PERIUK,KOTA TANGERANG,TANGERANG,AK,10,70
M-TGR-085,PERIUK,KOTA TANGERANG,TANGERANG,BR,100,700
M-JKT-196,MATRAMAN,JAKARTA TIMUR,CIANJUR,BR,2500,8750
M-JKT-196,MATRAMAN,JAKARTA TIMUR,SUKABUMI,BR,2500,8750
M-JKT-196,MATRAMAN,JAKARTA TIMUR,CIANJUR,BR,3000,21000
M-JKT-196,MATRAMAN,JAKARTA TIMUR,CIANJUR,BR,3000,21000
M-JKT-196,MATRAMAN,JAKARTA TIMUR,BANDUNG,BR,4000,28000
M-JKT-092,JATINEGARA,JAKARTA TIMUR,JAKARTA TIMUR,BR,100,100
M-BGR-013,KOTA BOGOR TENGAH,KOTA BOGOR,SUKABUMI,LA,300,600
D-BGR-259,TAJURHALANG,BOGOR,BOGOR,BR,700,4900
D-TGR-221,TELUKNAGA,TANGERANG,TANGERANG,AK,50,350
M-TGR-027,KARAWACI,KOTA TANGERANG,KOTA TANGERANG,AK,20,140
M-TGR-027,KARAWACI,KOTA TANGERANG,KOTA TANGERANG,DU,35,245
M-TGR-133,CIPONDOH,KOTA TANGERANG,SERANG,BR,1000,3500
M-TGR-133,CIPONDOH,KOTA TANGERANG,TANGERANG,BR,1000,3500
D-BGR-074,SUKAMAKMUR,BOGOR,BOGOR,AK,20,40
D-BGR-076,SUKAMAKMUR,BOGOR,,AK,20,60
D-BGR-073,SUKAMAKMUR,BOGOR,BOGOR,AK,10,10
D-BGR-303,JONGGOL,BOGOR,BOGOR,AK,50,350
D-BGR-303,JONGGOL,BOGOR,BOGOR,DU,50,350
D-BGR-062,TANJUNGSARI,BOGOR,BOGOR,AK,10,70
D-BGR-301,JONGGOL,BOGOR,BOGOR,AK,10,20
D-BGR-301,JONGGOL,BOGOR,BOGOR,AK,10,20
D-BGR-059,TANJUNGSARI,BOGOR,BOGOR,AK,10,70
D-BGR-299,JONGGOL,BOGOR,BOGOR,AK,150,1050
D-BGR-299,JONGGOL,BOGOR,BOGOR,DU,50,350
D-BKS-073,TARUMAJAYA,BEKASI,SUBANG,BR,700,4900
D-BKS-072,BABELAN,BEKASI,TANGERANG,BR,1000,7000
D-BGR-011,GUNUNG SINDUR,BOGOR,BOGOR,AK,2,0
D-BGR-296,JONGGOL,BOGOR,BOGOR,AK,35,105
D-BGR-005,PARUNG,BOGOR,CIANJUR,BR,3000,3000
D-BGR-005,PARUNG,BOGOR,BOGOR,BR,3000,18000
D-BGR-104,TAJURHALANG,BOGOR,KOTA DEPOK,BR,35,245
D-BGR-096,TAJURHALANG,BOGOR,KOTA DEPOK,BR,70,490
D-BGR-092,TAJURHALANG,BOGOR,BOGOR,AK,20,0
M-BKS-098,BEKASI BARAT,KOTA BEKASI,SUKABUMI,BR,2000,4666,666
M-BKS-098,BEKASI BARAT,KOTA BEKASI,KOTA BEKASI,BR,2000,4666,666
M-BKS-098,BEKASI BARAT,KOTA BEKASI,KARAWANG,BR,2000,4666,666
M-BKS-098,BEKASI BARAT,KOTA BEKASI,TASIKMALAYA,BR,2000,14000
M-BKS-098,BEKASI BARAT,KOTA BEKASI,SEMARANG,BR,2000,7000
M-BKS-098,BEKASI BARAT,KOTA BEKASI,TASIKMALAYA,BR,2000,7000
M-BKS-098,BEKASI BARAT,KOTA BEKASI,TASIKMALAYA,BR,2000,14000
M-JKU-069,PENJARINGAN,JAKARTA UTARA,TASIKMALAYA,BR,6000,42000
D-BKS-074,CIKARANG PUSAT,BEKASI,SUKABUMI,BR,2700,18900
M-BKS-002,JATISAMPURNA,KOTA BEKASI,BOGOR,BR,500,3500
D-BGR-253,JASINGA,BOGOR,BOGOR,BR,100,400
D-BGR-253,JASINGA,BOGOR,BOGOR,BR,100,300
D-BGR-253,JASINGA,BOGOR,BOGOR,BR,200,600
M-BKS-098,BEKASI BARAT,KOTA BEKASI,TASIKMALAYA,BR,2500,17500
M-JKS-104,KEBAYORAN LAMA,JAKARTA SELATAN,BOGOR,BR,1500,5250
M-JKS-104,KEBAYORAN LAMA,JAKARTA SELATAN,SUKABUMI,BR,1500,5250
M-BKS-103,BEKASI BARAT,KOTA BEKASI,TASIKMALAYA,BR,2000,4666,666
M-BKS-103,BEKASI BARAT,KOTA BEKASI,BANDUNG,BR,2000,4666,666
M-BKS-103,BEKASI BARAT,KOTA BEKASI,SUKABUMI,BR,2000,4666,666
D-BGR-296,JONGGOL,BOGOR,BOGOR,AK,10,20
D-BGR-301,JONGGOL,BOGOR,BOGOR,AK,10,20
D-BGR-301,JONGGOL,BOGOR,BOGOR,DU,5,10
M-BKS-091,BEKASI TIMUR,KOTA BEKASI,SUKABUMI,BR,1000,3500
M-BKS-091,BEKASI TIMUR,KOTA BEKASI,SUBANG,BR,1000,3500
M-BKS-091,BEKASI TIMUR,KOTA BEKASI,SUBANG,BR,1000,3500
M-BKS-091,BEKASI TIMUR,KOTA BEKASI,SUKABUMI,BR,1000,3500
